A,A_over_R,B,B_over_R,E,F,F_and_A,F_and_A_over_F,F_and_B,F_and_B_minus_A,F_and_B_over_F,F_fully_applied,F_fully_applied_and_A,F_fully_applied_and_B,F_not_B,R,copy_only_gain,copy_only_percentage_points_on_R,copy_relative_gain_over_A,family,input_profile,population,pre_post_both_checkable,source_records,split,still_unexpressible,validator_profile,vocabulary_profile
137350,0.9786318392008493,137632,0.9806411160749275,139924,15194,12341,0.8122285112544425,12622,281,0.8307226536790838,14322,11474,11755,2572,140349,282,0.20092768740781908,0.002053148889697852,inverse,passive,parent_pool,140349,140349,overall,2717,checked_out_bounded,clean_parent_train_minocc100
109973,0.549865,114054,0.57027,17244,16994,13859,0.8155231258091091,14200,341,0.8355890314228551,16988,13854,14195,2794,200000,4081,2.0405,0.03710910859938348,itemRequiresStatement,passive,parent_pool,52510,200000,overall,85946,checked_out_bounded,clean_parent_train_minocc100
13572,0.9900065650302721,13609,0.9927055219199067,13709,13709,13572,0.9900065650302721,13609,37,0.9927055219199067,13130,12995,13032,100,13709,37,0.26989568896345467,0.002726201002063071,oneOf,passive,parent_pool,13709,13709,overall,100,checked_out_bounded,clean_parent_train_minocc100
208936,0.8725808741845761,210325,0.8783817645732231,219473,132246,131552,0.9947522042254586,132218,666,0.9997882733693269,130880,130216,130880,28,239446,1389,0.5800890388647127,0.006647968755982693,single,passive,parent_pool,239446,239446,overall,29121,checked_out_bounded,clean_parent_train_minocc100
58753,0.984929256353517,58851,0.9865721182860592,59611,59611,58719,0.9850363188002215,58815,96,0.9866467598262065,59545,58656,58752,796,59652,98,0.16428619325420774,0.00166799993191837,symmetric,passive,parent_pool,59652,59652,overall,801,checked_out_bounded,clean_parent_train_minocc100
190735,0.9536654633453665,191447,0.9572254277457225,4456,1806,1805,0.9994462901439646,1805,0,0.9994462901439646,1718,1718,1718,1,200002,712,0.35599644003559966,0.003732927884237293,type,passive,parent_pool,29269,200002,overall,8555,checked_out_bounded,clean_parent_train_minocc100
166601,0.833000834995825,168132,0.8406557967210164,24271,24271,18208,0.750195706810597,19404,1196,0.7994726216472333,24188,18126,19322,4867,200001,1531,0.7654961725191374,0.00918962071055996,valueRequiresStatement,passive,parent_pool,116871,200001,overall,31869,checked_out_bounded,clean_parent_train_minocc100
192113,0.960560197199014,192887,0.9644301778491108,56926,3886,3883,0.9992279979413279,3885,2,0.9997426659804426,3845,3843,3845,1,200001,774,0.38699806500967493,0.004028878836934513,valueType,passive,parent_pool,70837,200001,overall,7114,checked_out_bounded,clean_parent_train_minocc100
28431,0.9419228730453221,28503,0.9443082427776305,29600,16797,16794,0.9998213966779782,16794,0,0.9998213966779782,14804,14804,14804,3,30184,72,0.23853697323085077,0.0025324469768914213,conflictWith,passive,parent_pool,29885,30184,test,1681,checked_out_bounded,clean_parent_train_minocc100
66466,0.9708451403698402,66468,0.9708743536560428,68446,39604,39090,0.9870215129784871,39090,0,0.9870215129784871,39393,38879,38879,514,68462,2,0.002921328620256493,3.0090572623597026e-05,distinct,passive,parent_pool,68455,68462,test,1994,checked_out_bounded,clean_parent_train_minocc100
20700,0.9806243782272964,20739,0.9824719314036667,21043,2242,1850,0.8251561106155219,1889,39,0.8425512934879572,2120,1731,1770,353,21109,39,0.18475531763702685,0.0018840579710144927,inverse,passive,parent_pool,21109,21109,test,370,checked_out_bounded,clean_parent_train_minocc100
16327,0.5442514750491683,16946,0.5648854961832062,2570,2533,2053,0.810501381760758,2097,44,0.8278720884326886,2531,2052,2096,436,29999,619,2.06340211340378,0.03791266001102468,itemRequiresStatement,passive,parent_pool,7815,29999,test,13053,checked_out_bounded,clean_parent_train_minocc100
2015,0.9800583657587548,2033,0.9888132295719845,2056,2056,2015,0.9800583657587548,2033,18,0.9888132295719845,1963,1924,1942,23,2056,18,0.8754863813229572,0.008933002481389578,oneOf,passive,parent_pool,2056,2056,test,23,checked_out_bounded,clean_parent_train_minocc100
31275,0.870757579976056,31477,0.8763816577108333,32868,19818,19700,0.9940458169341003,19805,105,0.9993440306791805,19611,19506,19611,13,35917,202,0.5624077734777403,0.006458832933653078,single,passive,parent_pool,35917,35917,test,4440,checked_out_bounded,clean_parent_train_minocc100
8769,0.9862782589135081,8781,0.9876279383646384,8884,8884,8764,0.9864925709140027,8775,11,0.9877307519135524,8874,8757,8768,109,8891,12,0.13496794511303564,0.0013684570646595963,symmetric,passive,parent_pool,8891,8891,test,110,checked_out_bounded,clean_parent_train_minocc100
28589,0.9529349021699277,28714,0.9571014299523349,694,281,280,0.99644128113879,280,0,0.99644128113879,266,266,266,1,30001,125,0.41665277824072533,0.004372311028717339,type,passive,parent_pool,4406,30001,test,1287,checked_out_bounded,clean_parent_train_minocc100
25036,0.8345055164827839,25259,0.8419386020465984,3619,3619,2747,0.7590494611771208,2913,166,0.8049184857695496,3609,2737,2903,706,30001,223,0.743308556381454,0.008907173669915322,valueRequiresStatement,passive,parent_pool,17641,30001,test,4742,checked_out_bounded,clean_parent_train_minocc100
28809,0.9603,28932,0.9644,8441,539,537,0.9962894248608535,538,1,0.9981447124304267,533,532,533,1,30000,123,0.41,0.00426949911485994,valueType,passive,parent_pool,10524,30000,test,1068,checked_out_bounded,clean_parent_train_minocc100
132465,0.940421846269621,132745,0.9424096779002819,138008,77322,77322,1.0,77322,0,1.0,68354,68354,68354,0,140857,280,0.19878316306608831,0.0021137659004265277,conflictWith,passive,parent_pool,139416,140857,train,8112,checked_out_bounded,clean_parent_train_minocc100
310262,0.9711286253544756,310279,0.9711818358237919,319419,185308,182850,0.9867355969521013,182855,5,0.986762579057569,184433,181975,181980,2453,319486,17,0.005321046931633937,5.479240126086985e-05,distinct,passive,parent_pool,319454,319486,train,9207,checked_out_bounded,clean_parent_train_minocc100
96083,0.9781929244082463,96274,0.9801374395520489,97918,10729,8705,0.8113524093578153,8895,190,0.8290614223133563,10096,8072,8262,1834,98225,191,0.19445151438024944,0.0019878646586805157,inverse,passive,parent_pool,98225,98225,train,1951,checked_out_bounded,clean_parent_train_minocc100
77228,0.551624631252634,80065,0.5718887722230556,12143,11969,9784,0.8174450664215891,10028,244,0.8378310635809174,11966,9781,10025,1941,140001,2837,2.026414097042164,0.03673538094991454,itemRequiresStatement,passive,parent_pool,36906,140001,train,59936,checked_out_bounded,clean_parent_train_minocc100
9532,0.9933305543976657,9533,0.9934347644852022,9596,9596,9532,0.9933305543976657,9533,1,0.9934347644852022,9197,9133,9134,63,9596,1,0.010421008753647354,0.0001049097775912715,oneOf,passive,parent_pool,9596,9596,train,63,checked_out_bounded,clean_parent_train_minocc100
146370,0.873266830537193,147347,0.87909576879937,153633,92445,91994,0.9951214235491374,92441,447,0.9999567310292606,91506,91060,91506,4,167612,977,0.5828938262176933,0.0066748650679784105,single,passive,parent_pool,167612,167612,train,20265,checked_out_bounded,clean_parent_train_minocc100
41131,0.9845605132133283,41195,0.9860924932975871,41745,41745,41104,0.9846448676488202,41167,63,0.9861540304228051,41704,41063,41126,578,41776,64,0.15319800842589046,0.0015560039872602174,symmetric,passive,parent_pool,41776,41776,train,581,checked_out_bounded,clean_parent_train_minocc100
133493,0.9535146177527304,133998,0.9571217348447512,3116,1261,1261,1.0,1261,0,1.0,1206,1206,1206,0,140001,505,0.3607117092020771,0.003782969893552471,type,passive,parent_pool,20394,140001,train,6003,checked_out_bounded,clean_parent_train_minocc100
116604,0.8328857142857143,117685,0.8406071428571429,17025,17025,12718,0.7470190895741556,13588,870,0.7981204111600587,16964,12657,13527,3437,140000,1081,0.7721428571428571,0.009270693972762513,valueRequiresStatement,passive,parent_pool,81873,140000,train,22315,checked_out_bounded,clean_parent_train_minocc100
134503,0.9607288519367719,135021,0.9644288255083893,39903,2757,2757,1.0,2757,0,1.0,2731,2731,2731,0,140001,518,0.36999735716173454,0.0038512152145305308,valueType,passive,parent_pool,49622,140001,train,4980,checked_out_bounded,clean_parent_train_minocc100
28375,0.9400675854757488,28450,0.9425523456135702,29593,16728,16725,0.9998206599713056,16725,0,0.9998206599713056,14776,14776,14776,3,30184,75,0.24847601378213624,0.0026431718061674008,conflictWith,passive,parent_pool,29894,30184,val,1734,checked_out_bounded,clean_parent_train_minocc100
66473,0.9709615693606579,66475,0.9709907830735748,68451,39524,38975,0.9861097054953952,38976,1,0.9861350065782816,39356,38807,38808,548,68461,2,0.0029213712916843168,3.0087403908353766e-05,distinct,passive,parent_pool,68454,68461,val,1986,checked_out_bounded,clean_parent_train_minocc100
20567,0.97868189388532,20619,0.9811563169164882,20963,2223,1786,0.8034188034188035,1838,52,0.8268106162843005,2106,1671,1723,385,21015,52,0.2474423031168213,0.0025283220693343707,inverse,passive,parent_pool,21015,21015,val,396,checked_out_bounded,clean_parent_train_minocc100
16418,0.5472666666666667,17043,0.5681,2531,2492,2022,0.8113964686998395,2075,53,0.8326645264847512,2491,2021,2074,417,30000,625,2.0833333333333335,0.03806797417468632,itemRequiresStatement,passive,parent_pool,7789,30000,val,12957,checked_out_bounded,clean_parent_train_minocc100
2025,0.9844433641225085,2043,0.9931939718035975,2057,2057,2025,0.9844433641225085,2043,18,0.9931939718035975,1970,1938,1956,14,2057,18,0.8750607681088964,0.008888888888888889,oneOf,passive,parent_pool,2057,2057,val,14,checked_out_bounded,clean_parent_train_minocc100
31291,0.8712030514798007,31501,0.8770498649664504,32972,19983,19858,0.9937446829805334,19972,114,0.9994495321022869,19763,19650,19763,11,35917,210,0.5846813486649776,0.006711194912275095,single,passive,parent_pool,35917,35917,val,4416,checked_out_bounded,clean_parent_train_minocc100
8853,0.9853088480801335,8875,0.9877573734001113,8982,8982,8851,0.9854152749944333,8873,22,0.9878646181251391,8967,8836,8858,109,8985,22,0.24485253199777407,0.0024850333220377274,symmetric,passive,parent_pool,8985,8985,val,110,checked_out_bounded,clean_parent_train_minocc100
28653,0.9551,28735,0.9578333333333333,646,264,264,1.0,264,0,1.0,246,246,246,0,30000,82,0.2733333333333333,0.0028618294768436117,type,passive,parent_pool,4469,30000,val,1265,checked_out_bounded,clean_parent_train_minocc100
24961,0.8320333333333333,25188,0.8396,3627,3627,2743,0.7562724014336918,2903,160,0.800385993934381,3615,2732,2892,724,30000,227,0.7566666666666667,0.009094186931613317,valueRequiresStatement,passive,parent_pool,17357,30000,val,4812,checked_out_bounded,clean_parent_train_minocc100
28801,0.9600333333333333,28934,0.9644666666666667,8582,590,589,0.9983050847457627,590,1,1.0,581,580,581,0,30000,133,0.44333333333333336,0.004617895211971807,valueType,passive,parent_pool,10691,30000,val,1066,checked_out_bounded,clean_parent_train_minocc100
1710505,0.8951802235091799,1719936,0.900115868063224,1189131,643000,625695,0.9730870917573873,628327,2632,0.9771804043545879,625732,608477,611107,14673,1910794,9431,0.4935644554044026,0.005513576399952061,overall,factorized,parent_pool,1378201,1910794,overall,190858,checked_out_bounded,clean_parent_train_minocc100
256417,0.8946235433675249,257892,0.8997697299560393,178221,96373,93830,0.9736129413839976,94216,386,0.9776182125699107,93704,91188,91574,2157,286620,1475,0.514618658851441,0.005752348713228842,overall,factorized,parent_pool,206699,286620,test,28728,checked_out_bounded,clean_parent_train_minocc100
1197671,0.8954181323384833,1204142,0.9002560642366109,832506,450157,438027,0.9730538456582926,439847,1820,0.9770968795331406,438157,426032,427851,10310,1337555,6471,0.4837931898127554,0.005402986295902631,overall,factorized,parent_pool,964874,1337555,train,133413,checked_out_bounded,clean_parent_train_minocc100
256417,0.894626664666334,257902,0.8998077587319752,178404,96470,93838,0.9727169068104073,94264,426,0.977132787395045,93871,91257,91682,2206,286619,1485,0.5181094065641147,0.0057913476875558175,overall,factorized,parent_pool,206628,286619,val,28717,checked_out_bounded,clean_parent_train_minocc100
189271,0.9405938625916263,189699,0.9427208348863213,197201,110847,110841,0.9999458713361661,110841,0,0.9999458713361661,97934,97934,97934,6,201225,428,0.21269722946949932,0.0022613078601581857,conflictWith,factorized,parent_pool,199195,201225,overall,11526,checked_out_bounded,clean_parent_train_minocc100
443201,0.9710610439320873,443222,0.9711070552947028,456316,264436,260915,0.9866848689285876,260921,6,0.9867075587287661,263182,259661,259667,3515,456409,21,0.004601136261554877,4.738256457002579e-05,distinct,factorized,parent_pool,456363,456409,overall,13187,checked_out_bounded,clean_parent_train_minocc100
137350,0.9786318392008493,137634,0.9806553662655239,139924,15194,12341,0.8122285112544425,12624,283,0.8308542845860208,14322,11474,11757,2570,140349,284,0.202352706467449,0.0020677102293410994,inverse,factorized,parent_pool,140349,140349,overall,2715,checked_out_bounded,clean_parent_train_minocc100
109973,0.549865,114112,0.57056,17244,16994,13859,0.8155231258091091,14200,341,0.8355890314228551,16988,13854,14195,2794,200000,4139,2.0695,0.037636510779918704,itemRequiresStatement,factorized,parent_pool,52510,200000,overall,85888,checked_out_bounded,clean_parent_train_minocc100
13572,0.9900065650302721,13609,0.9927055219199067,13709,13709,13572,0.9900065650302721,13609,37,0.9927055219199067,13130,12995,13032,100,13709,37,0.26989568896345467,0.002726201002063071,oneOf,factorized,parent_pool,13709,13709,overall,100,checked_out_bounded,clean_parent_train_minocc100
208936,0.8725808741845761,210331,0.8784068224150748,219473,132246,131552,0.9947522042254586,132218,666,0.9997882733693269,130880,130216,130880,28,239446,1395,0.5825948230498734,0.006676685683654325,single,factorized,parent_pool,239446,239446,overall,29115,checked_out_bounded,clean_parent_train_minocc100
58753,0.984929256353517,58851,0.9865721182860592,59611,59611,58719,0.9850363188002215,58815,96,0.9866467598262065,59545,58656,58752,796,59652,98,0.16428619325420774,0.00166799993191837,symmetric,factorized,parent_pool,59652,59652,overall,801,checked_out_bounded,clean_parent_train_minocc100
190735,0.9536654633453665,191450,0.957240427595724,4456,1806,1805,0.9994462901439646,1805,0,0.9994462901439646,1718,1718,1718,1,200002,715,0.35749642503574963,0.0037486565129630114,type,factorized,parent_pool,29269,200002,overall,8552,checked_out_bounded,clean_parent_train_minocc100
166601,0.833000834995825,168140,0.8406957965210174,24271,24271,18208,0.750195706810597,19409,1201,0.7996786288162828,24188,18126,19327,4862,200001,1539,0.7694961525192374,0.009237639630014225,valueRequiresStatement,factorized,parent_pool,116871,200001,overall,31861,checked_out_bounded,clean_parent_train_minocc100
192113,0.960560197199014,192888,0.9644351778241109,56926,3886,3883,0.9992279979413279,3885,2,0.9997426659804426,3845,3843,3845,1,200001,775,0.38749806250968744,0.004034084106749674,valueType,factorized,parent_pool,70837,200001,overall,7113,checked_out_bounded,clean_parent_train_minocc100
28431,0.9419228730453221,28504,0.9443413729128015,29600,16797,16794,0.9998213966779782,16794,0,0.9998213966779782,14804,14804,14804,3,30184,73,0.24184998674794594,0.002567619851570469,conflictWith,factorized,parent_pool,29885,30184,test,1680,checked_out_bounded,clean_parent_train_minocc100
66466,0.9708451403698402,66468,0.9708743536560428,68446,39604,39090,0.9870215129784871,39090,0,0.9870215129784871,39393,38879,38879,514,68462,2,0.002921328620256493,3.0090572623597026e-05,distinct,factorized,parent_pool,68455,68462,test,1994,checked_out_bounded,clean_parent_train_minocc100
20700,0.9806243782272964,20739,0.9824719314036667,21043,2242,1850,0.8251561106155219,1889,39,0.8425512934879572,2120,1731,1770,353,21109,39,0.18475531763702685,0.0018840579710144927,inverse,factorized,parent_pool,21109,21109,test,370,checked_out_bounded,clean_parent_train_minocc100
16327,0.5442514750491683,16977,0.5659188639621321,2570,2533,2053,0.810501381760758,2097,44,0.8278720884326886,2531,2052,2096,436,29999,650,2.1667388912963768,0.03981135542353157,itemRequiresStatement,factorized,parent_pool,7815,29999,test,13022,checked_out_bounded,clean_parent_train_minocc100
2015,0.9800583657587548,2033,0.9888132295719845,2056,2056,2015,0.9800583657587548,2033,18,0.9888132295719845,1963,1924,1942,23,2056,18,0.8754863813229572,0.008933002481389578,oneOf,factorized,parent_pool,2056,2056,test,23,checked_out_bounded,clean_parent_train_minocc100
31275,0.870757579976056,31479,0.8764373416488014,32868,19818,19700,0.9940458169341003,19805,105,0.9993440306791805,19611,19506,19611,13,35917,204,0.5679761672745497,0.006522781774580336,single,factorized,parent_pool,35917,35917,test,4438,checked_out_bounded,clean_parent_train_minocc100
8769,0.9862782589135081,8781,0.9876279383646384,8884,8884,8764,0.9864925709140027,8775,11,0.9877307519135524,8874,8757,8768,109,8891,12,0.13496794511303564,0.0013684570646595963,symmetric,factorized,parent_pool,8891,8891,test,110,checked_out_bounded,clean_parent_train_minocc100
28589,0.9529349021699277,28716,0.9571680943968535,694,281,280,0.99644128113879,280,0,0.99644128113879,266,266,266,1,30001,127,0.42331922269257694,0.0044422680051768165,type,factorized,parent_pool,4406,30001,test,1285,checked_out_bounded,clean_parent_train_minocc100
25036,0.8345055164827839,25262,0.8420385987133763,3619,3619,2747,0.7590494611771208,2915,168,0.8054711246200608,3609,2737,2905,704,30001,226,0.7533082230592314,0.009027001118389518,valueRequiresStatement,factorized,parent_pool,17641,30001,test,4739,checked_out_bounded,clean_parent_train_minocc100
28809,0.9603,28933,0.9644333333333334,8441,539,537,0.9962894248608535,538,1,0.9981447124304267,533,532,533,1,30000,124,0.41333333333333333,0.0043042104897775,valueType,factorized,parent_pool,10524,30000,test,1067,checked_out_bounded,clean_parent_train_minocc100
132465,0.940421846269621,132745,0.9424096779002819,138008,77322,77322,1.0,77322,0,1.0,68354,68354,68354,0,140857,280,0.19878316306608831,0.0021137659004265277,conflictWith,factorized,parent_pool,139416,140857,train,8112,checked_out_bounded,clean_parent_train_minocc100
